x,b,c,y
33.91,-37.4,49.97,-1218.264
47.92,41.36,-28.92,1953.0511999999999
-34.78,-37.1,4.4,1294.7380000000003
-12.27,14.23,8.7,-165.90210000000002
7.12,43.67,18.92,329.85040000000004
-21.34,6.74,40.69,-103.14160000000001
46.67,-35.83,-4.62,-1676.8060999999998
45.47,8.33,33.58,412.3451
40.23,13.06,11.23,536.6338
-33.08,30.74,29.2,-987.6791999999998
-38.26,5.19,36.69,-161.8794
-3.24,22.55,28.92,-44.14200000000001
32.91,-47.93,40.02,-1537.3563
16.86,48.4,-35.55,780.474
41.22,13.91,-39.55,533.8202
6.81,27.25,27.33,212.90249999999997
-8.17,23.51,-4.4,-196.47670000000002
34.68,-33.94,9.38,-1167.6591999999998
-29.72,-7.99,15.42,252.88279999999997
-4.04,-24.31,-28.52,69.6924
-34.44,12.04,-46.93,-461.58759999999995
22.45,2.52,-7.05,49.524
30.67,31.53,-46.88,920.1451000000001
-49.01,-2.74,-7.33,126.95739999999999
35.88,-6.33,-33.62,-260.7404
34.22,45.41,-39.71,1514.2201999999997
49.49,38.94,34.5,1961.6406
20.76,-4.67,11.6,-85.34920000000001
-20.12,-11.23,0.51,226.4576
-41.44,30.18,-22.8,-1273.4591999999998
30.75,-6.62,-39.82,-243.385
42.41,40.51,1.43,1719.4590999999998
32.3,-22.59,41.09,-688.5669999999999
-20.32,27.28,-29.58,-583.9096000000001
14.83,-48.22,11.77,-703.3326
-30.49,46.15,30.15,-1376.9634999999998
16.38,-35.02,-41.65,-615.2776
-15.78,-21.68,15.5,357.61039999999997
-28.37,1.59,38.86,-6.2483000000000075
-44.12,15.01,-29.44,-691.6812
-35.54,-6.07,2.23,217.9578
-19.15,-20.31,25.06,413.99649999999997
28.48,-35.95,32.87,-990.9860000000001
-18.09,31.51,23.19,-546.8258999999999
-29.22,41.72,-45.4,-1264.4584
20.07,-19.08,-0.94,-383.87559999999996
37.38,-38.63,21.73,-1422.2594000000001
23.97,28.39,18.76,699.2683
-1.06,13.04,21.01,7.1876000000000015
0.87,44.04,16.03,54.3448
-27.16,32.46,3.12,-878.4936
-15.09,-19.31,26.75,318.1379
33.27,49.98,36.0,1698.8346000000001
18.5,-4.58,43.82,-40.910000000000004
-48.82,-7.78,-43.3,336.5196
-13.12,20.08,13.49,-249.95959999999997
-4.48,-31.15,-8.51,131.04200000000003
-41.36,-2.49,-17.89,85.0964
13.48,-36.71,27.74,-467.11080000000004
-35.18,-32.57,-35.24,1110.5726
-21.33,22.96,-34.05,-523.7868
-36.25,26.72,25.36,-943.2399999999999
49.81,-42.32,-2.47,-2110.4292
29.06,-8.5,-37.76,-284.77
-40.43,-34.43,33.73,1425.7349
45.03,25.23,-8.97,1127.1369
-19.33,-9.21,-5.3,172.7293
-34.76,1.27,-22.09,-66.23519999999999
41.9,-7.18,-23.95,-324.792
-1.28,-9.85,48.06,60.668000000000006
-3.6,2.92,29.71,19.198
26.62,-0.41,5.57,-5.344199999999999
-18.74,11.17,20.09,-189.23579999999998
-15.58,-3.72,12.58,70.53760000000001
45.08,-39.22,-16.12,-1784.1575999999998
-38.27,-17.24,-13.76,646.0148
17.48,-11.9,-5.75,-213.762
-19.04,3.19,25.45,-35.2876
7.98,36.05,-47.45,240.22899999999998
-30.25,49.14,32.69,-1453.795
-12.6,-32.2,15.86,421.58000000000004
-36.97,-17.96,-23.13,640.8512000000001
-39.41,2.08,-41.32,-123.2928
-6.16,-27.57,-9.1,160.7312
-49.82,-11.74,18.05,602.9368
-42.79,20.3,-44.64,-913.277
35.15,-34.96,-7.76,-1236.604
-17.8,47.12,-0.59,-839.326
-14.54,-34.56,-7.77,494.73240000000004
-21.22,-35.22,-7.23,740.1383999999999
0.77,-49.61,-21.99,-60.1897
-43.41,-40.03,-5.81,1731.8923
-19.82,6.29,-30.64,-155.3078
6.5,-43.52,4.85,-278.03
-42.98,6.28,17.12,-252.7944
29.86,-27.59,27.44,-796.3974
-34.4,-1.31,-49.69,-4.625999999999998
20.48,-47.22,-42.82,-1009.8856000000001
44.24,0.81,-24.87,10.964400000000001
-14.61,49.24,6.58,-712.8163999999999
20.43,-45.51,17.34,-912.4292999999999
-43.16,45.99,4.76,-1980.1684
-22.22,-46.44,10.78,1042.6768
10.87,-14.61,-31.8,-190.61069999999998
-1.85,-36.68,45.44,113.298
-28.87,0.99,-13.37,-41.9513
44.41,-7.27,-2.42,-325.28069999999997
-29.22,-6.56,21.78,213.46319999999997
-48.41,37.69,32.77,-1791.8028999999997
-28.93,-31.46,1.1,911.2378
-3.17,29.95,28.33,-66.61149999999999
13.49,-42.26,-13.7,-583.7874
32.84,31.87,44.28,1090.8908000000001
-5.89,-12.22,-5.94,66.03580000000001
29.48,0.42,-33.62,-21.2384
-6.11,34.54,-40.09,-251.1294
-30.77,-47.25,-49.06,1404.8225
25.24,39.69,-27.35,974.4255999999998
-3.81,-3.93,-20.35,-5.376700000000001
5.31,-11.36,48.74,-11.581599999999987
12.26,35.34,42.04,475.30840000000006
20.18,6.16,-7.45,116.8588
0.79,33.93,-32.61,-5.805299999999999
7.05,47.22,-23.86,309.041
-47.16,17.13,9.0,-798.8507999999999
43.61,-24.03,-12.11,-1060.0583
-23.52,-5.3,-28.79,95.86599999999999
-9.23,-37.11,20.64,363.1653
18.58,12.64,10.54,245.39119999999997
-15.66,-25.95,19.5,425.877
15.78,8.29,20.46,151.2762
-4.02,5.55,-25.28,-47.590999999999994
-40.29,-42.87,-10.23,1717.0022999999999
9.6,-33.35,1.34,-318.82000000000005
-1.89,17.54,38.63,5.479400000000005
-0.05,46.18,-40.44,-42.748999999999995
45.46,-40.13,-20.65,-1844.9598000000003
42.96,32.1,23.88,1402.8960000000002
-41.91,-36.13,-19.19,1495.0183
15.31,36.97,-17.24,548.7707
-26.52,47.43,31.19,-1226.6535999999999
21.29,14.29,37.29,341.5241
8.58,45.61,18.96,410.2938
-34.02,-13.35,2.65,456.817
17.44,9.75,-15.87,154.17000000000002
-46.07,13.79,27.98,-607.3253
-39.3,29.25,-28.97,-1178.495
43.4,-11.93,9.42,-508.3419999999999
-39.52,-2.35,47.28,140.15200000000002
-31.1,27.99,6.94,-863.549
30.11,-13.75,32.36,-381.6525
-32.21,-13.53,-12.05,423.75129999999996
36.99,32.23,-16.88,1175.3076999999998
27.99,-17.63,-9.72,-503.1837
36.57,49.01,-47.17,1745.1256999999998
-40.02,-12.27,-27.84,463.20540000000005
-32.26,31.51,-20.2,-1036.7126
-41.93,4.35,3.05,-179.34549999999996
-37.78,15.11,-31.0,-601.8558
-22.44,-41.15,-23.62,899.7860000000001
42.22,35.72,44.5,1552.5983999999999
-3.28,47.38,-39.08,-194.4864
32.93,12.07,9.57,407.0351
40.16,-6.95,19.03,-260.082
22.28,10.42,-39.14,193.01760000000002
-24.88,30.96,28.31,-741.9748000000001
1.16,-37.39,-37.05,-80.4224
-38.32,-5.61,-40.22,174.7552
-0.34,-18.07,-7.64,-1.496199999999999
44.12,21.89,9.1,974.8868
-22.94,15.62,-11.97,-370.29280000000006
14.87,-20.35,-29.17,-331.77450000000005
48.49,1.24,3.82,63.9476
-3.39,15.31,3.26,-48.64090000000001
44.17,34.61,6.56,1535.2837
-13.3,37.62,-17.32,-517.666
33.4,-0.21,-42.75,-49.763999999999996
-30.55,14.21,23.27,-410.8455000000001
-23.24,8.17,-28.64,-218.51079999999996
42.44,-43.31,-48.24,-1886.3164
2.56,-47.92,6.1,-116.57520000000001
-26.49,48.23,4.25,-1273.3627
11.34,31.33,38.99,394.2722
25.4,-47.72,41.82,-1170.268
-34.87,32.57,25.89,-1109.8258999999998
-20.64,37.88,-41.53,-823.3732
-49.13,16.87,-46.34,-875.1631000000001
-9.0,0.62,47.79,42.21
-4.85,-17.83,38.73,125.20549999999997
-29.07,42.58,-31.35,-1269.1506
29.3,4.9,-17.12,126.45000000000002
19.85,8.36,14.59,180.536
18.07,-31.7,32.23,-540.5889999999999
-22.6,-16.46,10.08,382.076
20.09,-24.24,10.57,-476.41159999999996
21.58,-24.29,-35.22,-559.3982
19.45,41.98,-29.85,786.6609999999998
20.73,44.03,-48.39,864.3519
-37.77,0.39,-36.93,-51.6603
39.07,-34.63,3.74,-1349.2541
-30.05,26.13,43.48,-741.7265
-28.51,-10.82,20.68,329.1582
-18.62,46.33,-27.38,-890.0446000000001
8.09,-22.23,-18.79,-198.6307
18.02,-33.61,45.26,-560.3922
-22.78,-11.68,-21.2,244.87040000000002
48.72,11.08,-0.51,539.3076
-16.72,5.9,-43.53,-142.178
-42.59,-35.58,19.09,1534.4422
-34.27,20.65,-42.17,-749.8455
-10.62,11.91,14.06,-112.42419999999998
-32.97,-19.75,24.18,675.3375
47.21,0.59,-18.1,9.753899999999998
7.1,6.76,-10.73,37.26599999999999
17.43,-23.74,48.26,-365.52819999999997
4.06,10.02,11.43,52.1112
-46.75,15.77,37.16,-700.0875
41.76,-0.21,33.0,24.230400000000003
0.05,24.99,21.01,22.259500000000003
-22.87,-25.69,20.84,608.3703
45.46,26.78,18.51,1235.9288000000001
2.44,3.1,-3.16,4.404
-31.69,16.7,28.31,-500.91299999999995
36.38,43.69,-49.08,1540.3622
-15.37,37.24,-29.52,-601.8987999999999
46.71,16.78,22.66,806.4538
4.63,42.31,47.3,243.19530000000003
-2.61,35.42,-22.92,-115.3662
8.01,37.7,-40.07,261.90700000000004
37.03,8.41,11.27,322.6923
24.85,29.56,17.84,752.4060000000001
37.4,-31.39,40.56,-1133.426
45.21,11.66,-22.17,504.9786
20.46,0.41,14.42,22.8086
17.63,-14.26,41.3,-210.10379999999998
-8.77,-30.46,-24.59,242.54420000000002
26.19,-48.61,-44.57,-1317.6659
32.4,39.03,25.16,1289.732
-16.89,-2.21,-45.52,-8.193100000000001
-46.28,35.16,-20.05,-1647.2548
34.11,27.69,-28.96,915.5459
7.81,-37.07,24.45,-265.0667
36.32,3.1,-30.6,81.99199999999999
32.7,25.33,-47.01,781.2810000000001
28.91,-42.7,27.57,-1206.8870000000002
-28.06,9.93,30.59,-248.04579999999996
-28.39,36.62,19.08,-1020.5617999999998
2.12,-26.71,9.25,-47.37520000000001
19.08,-25.63,-31.74,-520.7603999999999
-40.12,34.2,47.96,-1324.144
7.66,29.76,-45.96,182.0016
5.84,47.57,30.01,307.8188
8.83,-24.74,-30.59,-249.0442
-8.93,5.57,-6.37,-56.110099999999996
-45.71,-34.26,-5.84,1560.1846
-35.47,39.5,-32.11,-1433.175
16.43,4.27,0.76,70.9161
39.84,-39.66,-7.38,-1587.4344
-22.09,-13.95,6.69,314.84549999999996
9.87,42.32,11.19,428.8884
-21.08,-11.23,-27.51,209.2184
27.98,11.05,32.71,341.889
44.4,49.8,19.11,2230.23
30.12,-16.17,45.87,-441.1704000000001
38.05,3.78,-39.0,104.82899999999998
2.81,-27.01,-37.0,-112.8981
-16.59,-4.86,43.07,123.69740000000002
-2.19,39.17,35.76,-50.02230000000001
-19.61,-34.26,-17.88,653.9585999999999
9.58,18.28,-13.18,161.9424
12.41,-11.94,5.49,-142.6854
46.02,1.46,30.75,97.9392
-0.19,-5.77,2.35,3.4463
-0.34,-42.26,-13.41,0.958400000000001
21.7,23.28,-18.42,486.756
-42.1,1.48,-9.18,-71.488
27.33,-27.49,18.57,-732.7316999999998
10.11,30.67,-0.16,309.91369999999995
49.81,14.98,26.12,772.2738
0.3,30.91,-40.33,-31.057
17.61,-20.31,-28.75,-386.40909999999997
-6.95,-16.36,-1.55,112.152
36.47,5.84,-7.9,205.08479999999997
-45.77,-19.31,5.25,889.0687
-27.04,28.16,48.31,-713.1363999999999
10.31,38.35,23.56,418.9485
14.07,-5.18,-16.22,-89.1026
24.83,-21.88,11.99,-531.2904
-9.32,22.63,-15.08,-225.9916
40.59,-39.99,31.86,-1591.3341000000003
47.81,-40.33,45.97,-1882.2073
-14.7,-30.2,-35.1,408.8399999999999
35.32,-11.94,34.57,-387.1508
-48.45,42.35,39.6,-2012.2575000000002
-36.92,-13.32,48.31,540.0844
30.67,29.08,43.34,935.2236
-7.11,3.01,5.03,-16.3711
-3.2,15.47,-6.84,-56.34400000000001
24.43,4.38,-26.36,80.6434
40.49,-14.96,-46.76,-652.4904
25.25,-5.44,-15.37,-152.73000000000002
-5.61,-24.04,-19.68,115.18439999999998
-7.4,8.72,40.65,-23.878000000000007
34.46,48.73,-7.46,1671.7758
-48.8,-25.92,27.32,1292.216
27.15,28.56,30.19,805.5939999999999
-36.05,25.82,1.67,-929.141
21.7,35.71,15.86,790.767
21.59,-9.79,-8.52,-219.8861
7.36,38.15,-13.37,267.414
-37.5,-20.53,-16.42,753.455
-18.34,-31.22,-36.13,536.4448
-22.67,-26.37,-8.21,589.5979
42.19,26.63,-25.68,1097.8396999999998
31.57,2.39,-36.74,38.712300000000006
30.17,14.61,24.82,465.6037
43.37,28.77,-16.44,1231.3148999999999
41.72,15.24,-13.62,622.1928
30.79,-42.96,-20.14,-1342.8784
-42.45,30.9,-19.99,-1331.695
-21.75,-22.29,48.19,532.9975
44.89,40.54,28.43,1848.2706
-34.75,32.19,-2.19,-1120.7925
38.64,42.57,-37.94,1606.9648
-30.05,-7.69,-1.45,229.63450000000003
18.93,-6.46,14.02,-108.26780000000001
39.79,10.82,28.9,459.4278
39.86,48.63,-43.26,1895.1318
-22.59,-32.0,-47.98,674.9
20.02,-29.06,28.55,-553.2312000000001
-30.25,19.72,15.99,-580.54
-16.25,-40.98,17.04,682.9649999999999
49.2,-35.4,-48.24,-1789.92
2.15,6.33,-16.13,-2.5205
7.62,-29.07,-15.87,-237.38340000000002
-18.07,-33.18,44.45,644.0126
-7.75,34.0,-43.86,-307.36
39.02,-41.64,-28.01,-1652.8028000000002
-30.75,-2.68,18.56,100.97000000000001
5.28,12.11,8.37,72.3108
-27.1,-47.35,43.63,1326.8150000000003
28.14,-4.58,1.71,-127.17120000000001
0.48,9.22,-31.47,-27.0444
33.48,-45.26,31.24,-1484.0647999999999
36.55,-14.79,-2.64,-543.2144999999999
-37.59,-0.05,-5.09,-3.2104999999999997
35.86,40.64,-34.38,1422.9704
15.41,4.63,-42.48,28.868299999999998
10.3,40.8,-38.49,381.75
21.89,7.71,-20.34,148.4319
30.47,14.65,38.74,485.1255
33.71,-46.16,25.34,-1530.7136
-16.01,-39.38,-6.83,623.6438
20.33,8.17,25.73,191.82609999999997
-13.37,-4.28,37.12,94.3436
-25.25,-3.91,-1.47,97.25750000000001
-46.62,-35.12,5.78,1643.0743999999997
-30.88,38.92,-33.08,-1234.9296
46.06,3.28,35.6,186.6768
0.5,3.91,-28.11,-26.155
-37.95,-35.31,-18.46,1321.5545000000002
4.28,2.04,17.82,26.5512
-19.29,-6.17,12.46,131.4793
25.85,-27.14,9.14,-692.4290000000001
-23.54,23.06,-10.44,-553.2724000000001
22.83,-11.65,-36.64,-302.60949999999997
29.69,-27.63,-7.15,-827.4847
34.14,34.74,44.44,1230.4636
-2.56,41.04,-27.46,-132.5224
31.61,-12.75,-44.32,-447.34749999999997
-43.53,17.15,40.15,-706.3895
13.71,44.66,-33.61,578.6786
46.09,29.85,-2.6,1373.1865000000003
-44.31,-20.04,3.24,891.2124
-9.54,-6.9,-34.28,31.545999999999992
12.08,28.91,-23.3,325.9328
-20.88,-39.16,43.94,861.6007999999999
23.22,9.86,35.18,264.12919999999997
-48.14,38.16,20.55,-1816.4723999999999
-40.52,-35.43,0.11,1435.7336
36.92,-38.93,23.54,-1413.7556000000002
5.15,-20.35,24.16,-80.64250000000001
-8.96,-37.04,-35.43,296.4484
-0.88,-12.84,36.85,48.1492
12.95,-27.55,-5.4,-362.17249999999996
12.12,34.45,13.45,430.984
-2.12,27.11,-0.91,-58.383199999999995
47.72,28.98,-4.5,1378.4256
46.26,5.17,29.46,268.6242
-48.45,-48.54,-36.29,2315.473
-33.74,30.14,-15.8,-1032.7236
-21.34,-13.24,-11.65,270.89160000000004
40.12,-15.2,-4.43,-614.2539999999999
29.12,10.6,-28.15,280.52200000000005
0.47,47.84,34.41,56.8948
27.07,6.83,-5.62,179.2681
4.82,39.15,5.97,194.673
-16.67,32.39,37.52,-502.4213000000001
0.95,14.97,40.94,55.1615
12.18,-0.18,45.09,42.897600000000004
20.42,17.97,6.12,373.0674
10.68,-8.4,41.2,-48.512
46.01,-41.65,-30.52,-1946.8365
-20.3,40.44,-36.24,-857.172
-31.2,-10.8,15.15,352.11
-31.9,-44.89,18.52,1450.511
-24.38,39.76,33.29,-936.0587999999999
-35.64,-34.6,-12.83,1220.314
-29.31,-32.4,49.67,999.3139999999999
31.55,-44.06,2.5,-1387.593
-39.22,-3.52,37.94,175.99439999999998
32.1,42.23,-0.2,1355.3829999999998
9.07,6.13,-31.25,24.3491
-17.19,-13.12,-40.92,184.6128
-45.39,-46.1,32.71,2125.1890000000003
34.01,-18.87,46.72,-595.0486999999999
-44.07,-19.61,-44.6,819.6126999999999
42.36,-30.67,-15.01,-1314.1912
47.08,48.0,-33.51,2226.33
-16.95,14.19,-30.17,-270.6905
-6.57,-11.46,-11.0,64.29220000000001
45.13,23.62,-6.65,1059.3206
-20.68,-44.83,-9.54,917.5444
40.35,21.55,-18.55,850.9925000000001
0.96,-30.71,41.15,11.668399999999998
-12.49,-30.99,20.49,407.5551
-1.35,23.31,-28.27,-59.7385
-30.15,22.13,32.79,-634.4295
-43.27,-14.13,1.97,613.3751000000001
-21.53,23.72,5.22,-505.47159999999997
-47.32,-7.26,47.5,391.0432
26.91,-40.71,10.81,-1084.6961000000001
33.43,-19.64,14.08,-642.4852
5.6,28.29,41.44,199.86399999999998
-0.41,-42.8,49.53,67.078
9.21,-25.39,40.3,-193.54190000000006
-46.59,36.69,-21.49,-1730.8771
-1.3,-48.67,-29.95,33.32100000000001
-10.42,31.04,33.26,-290.1768
-36.4,49.58,19.39,-1785.3219999999997
8.4,9.95,14.3,97.88
3.08,4.62,-36.49,-22.2604
-39.79,-6.96,-4.95,271.9884
-36.0,36.56,22.0,-1294.16
7.68,-27.49,2.3,-208.82319999999996
-32.45,-36.87,-40.26,1156.1715
26.48,-24.95,34.32,-626.356
-25.24,37.01,42.69,-891.4423999999999
21.66,1.0,47.38,69.04
-20.36,-37.85,-12.67,757.956
-17.12,20.99,42.8,-316.54879999999997
-22.71,-32.26,-37.46,695.1646
23.33,-2.63,1.22,-60.137899999999995
-39.03,-44.14,20.79,1743.5742
-16.17,31.14,-49.48,-553.0138000000001
-24.77,-37.66,6.32,939.1582
20.99,-37.5,-7.36,-794.4849999999999
-37.32,33.54,-2.71,-1254.4228
13.69,-14.03,13.04,-179.0307
4.41,5.85,9.41,35.2085
-26.96,-17.25,-32.43,432.63
4.67,-30.32,42.22,-99.37440000000001
44.33,-45.19,-11.91,-2015.1826999999998
17.42,-11.7,26.37,-177.44400000000002
-22.16,37.26,45.03,-780.6516
-22.83,-30.02,37.32,722.6766
-21.87,25.81,-13.79,-578.2547
9.52,41.21,2.68,394.9992
23.94,-47.0,39.33,-1085.8500000000001
-35.21,-43.05,43.54,1559.3304999999998
-33.35,-15.32,24.21,535.1320000000001
13.85,34.56,26.3,504.956
6.11,-22.87,20.9,-118.8357
20.39,7.61,-12.15,143.0179
7.54,-1.24,23.94,14.5904
-4.57,-9.95,38.2,83.67150000000001
45.09,0.61,40.67,68.17490000000001
30.62,-37.77,-4.58,-1161.0974
29.56,-32.66,46.1,-919.3295999999998
3.95,-40.41,31.03,-128.5895
16.2,18.07,-33.77,258.964
-12.25,1.94,-22.54,-46.305
3.68,17.26,27.45,90.9668
1.62,-37.34,17.14,-43.35080000000001
19.11,-48.34,12.96,-910.8174
7.81,29.2,33.15,261.202
11.94,3.96,47.26,94.54239999999999
5.69,32.57,14.12,199.44330000000002
0.67,47.22,1.03,32.6674
17.11,35.73,17.94,629.2803
-30.91,28.6,-41.12,-925.1460000000001
-39.22,-9.06,41.64,396.9732
13.21,-39.38,0.33,-519.8798
-43.25,-16.16,34.84,733.76
-39.27,-9.99,48.87,441.17730000000006
0.87,12.66,-15.09,-4.075799999999999
12.47,-22.96,-25.19,-311.50120000000004
42.72,17.31,-26.92,712.5631999999999
-30.31,35.35,39.67,-1031.7884999999999
26.1,-1.78,-38.67,-85.12800000000001
7.95,46.31,20.42,388.58450000000005
6.17,-24.99,-11.86,-166.04829999999998
-36.49,-37.74,-11.72,1365.4126
-15.88,-8.56,0.12,136.05280000000002
-24.45,-38.5,-11.78,929.545
20.06,-39.14,31.2,-753.9483999999999
-16.6,32.12,-22.76,-555.952
-3.09,30.33,13.16,-80.55969999999999
21.89,-7.78,-16.42,-186.7242
28.92,31.56,-18.27,894.4452
-0.06,-18.34,43.79,44.8904
15.11,-38.08,-20.91,-596.2987999999999
8.89,18.36,-20.69,142.53040000000001
-10.11,-44.51,9.7,459.69609999999994
33.85,-32.24,22.04,-1069.284
-21.13,12.97,-14.33,-288.3861
-13.28,21.83,-41.53,-331.4323999999999
-8.34,-41.56,-8.24,338.3704
42.7,27.33,38.56,1205.551
-42.05,2.52,46.44,-59.525999999999996
-4.64,-9.88,-48.32,-2.4767999999999972
-22.73,-15.67,14.8,370.9791
19.68,-31.93,20.98,-607.4024
-9.59,42.22,-9.09,-413.97979999999995
-43.56,-8.34,12.96,376.2504
-2.28,-38.61,15.77,103.80079999999998
-34.03,-15.42,20.55,545.2926
37.73,49.43,-37.2,1827.7939
-4.8,-31.1,1.88,151.16
26.6,-39.54,42.67,-1009.0940000000002
2.7,-46.4,-4.39,-129.67
41.66,3.64,-27.0,124.64239999999998
33.15,-42.62,-11.07,-1423.9229999999998
23.48,-22.98,25.92,-513.6504000000001
17.33,29.15,-35.39,469.7794999999999
34.26,-47.98,-10.97,-1654.7648
32.67,37.11,-29.12,1183.2637000000002
-7.2,-14.71,-47.55,58.36200000000001
-14.99,38.32,-4.39,-578.8068
-4.29,-40.81,49.24,224.31490000000002
-46.11,43.76,-3.44,-2021.2136
-25.01,26.98,44.19,-630.5798
-41.33,-4.97,29.08,234.49009999999998
5.81,-23.47,-47.59,-183.95069999999998
-41.6,44.71,12.0,-1847.9360000000001
-33.31,-24.04,-8.61,792.1624
-21.84,-3.11,27.09,95.0124
39.76,22.86,-14.04,894.8736
-5.44,-36.8,-12.11,188.082
-41.35,41.98,47.45,-1688.4229999999998
41.6,-34.05,-41.79,-1458.27
1.43,8.36,9.96,21.9148
40.03,44.19,44.48,1813.4057
-41.87,32.99,24.13,-1357.1613
-9.84,-20.0,10.47,207.27
23.0,46.6,46.01,1117.81
-24.86,-45.98,23.84,1166.9027999999998
29.26,-44.4,8.0,-1291.144
9.9,27.77,10.39,285.313
-48.04,-18.36,-41.1,840.9143999999999
46.1,-7.16,35.07,-295.00600000000003
14.79,-9.21,-7.28,-143.4959
-1.04,43.34,20.92,-24.153600000000004
13.32,-47.58,-31.03,-664.7955999999999
45.18,-45.72,36.9,-2028.7295999999997
-33.43,-27.56,-8.25,913.0808
35.64,9.79,32.44,381.3556
-15.79,45.0,-24.81,-735.3599999999999
-45.81,2.88,-40.01,-171.9428
42.44,-40.31,9.3,-1701.4564
32.7,-37.4,-38.71,-1261.69
25.86,13.53,48.45,398.33579999999995
29.05,-18.76,33.1,-511.87800000000004
20.01,30.76,-24.06,591.4476000000001
-45.44,27.05,36.34,-1192.8120000000001
10.52,-36.85,-47.65,-435.31199999999995
27.42,-14.69,-35.28,-438.0798
26.14,-15.11,-30.52,-425.49539999999996
-21.21,-5.16,12.3,121.7436
-12.43,-14.79,45.21,229.0497
-35.4,-21.74,-44.42,725.1759999999999
38.27,38.44,46.74,1517.8388
-17.62,-45.43,5.61,806.0866000000001
-49.38,-27.52,32.56,1391.4976
23.44,-17.33,49.16,-357.0552
-7.79,6.01,-16.15,-62.9679
7.65,48.77,48.08,421.1705
30.01,4.48,-35.97,98.47480000000002
-31.69,-3.4,-9.1,98.646
-2.48,23.75,49.57,-9.329999999999998
34.3,15.4,0.5,528.7199999999999
33.96,-31.95,-35.93,-1120.952
-48.59,25.38,5.28,-1227.9342000000001
-20.93,19.79,31.3,-382.9047
13.52,10.28,12.95,151.93559999999997
-47.18,22.48,-6.94,-1067.5464000000002
-0.53,-35.63,25.72,44.603899999999996
9.13,-10.66,20.88,-76.44580000000002
-36.35,-28.93,49.42,1101.0255000000002
-44.75,49.77,5.84,-2221.3675
27.76,47.57,47.03,1367.5732
-31.33,-0.03,-3.43,-2.4901
-27.99,-23.36,35.47,689.3163999999999
47.34,-15.7,-20.35,-763.5880000000001
-20.79,-34.31,49.58,762.8849
44.76,25.81,32.54,1187.7956
13.65,-49.37,-25.24,-699.1405
-27.09,47.62,-8.47,-1298.4958
25.82,-4.43,-30.89,-145.2726
-4.5,32.96,-48.75,-197.07
-17.56,18.61,39.15,-287.6416
19.22,43.47,5.78,841.2733999999999
-24.67,-48.09,16.77,1203.1503000000002
39.26,34.82,-37.97,1329.0631999999998
7.72,23.56,-32.55,149.33319999999998
40.99,-19.58,-33.77,-836.3542
-24.78,1.14,-9.23,-37.4792
44.86,49.83,20.59,2255.9638
-18.48,30.13,-22.37,-579.1724
-42.73,-30.19,26.07,1316.0886999999998
18.94,18.63,-34.84,318.0122
-10.33,-22.01,5.45,232.8133
-37.43,12.26,34.85,-424.04179999999997
28.02,-32.71,34.08,-882.4542
-47.88,-49.86,0.18,2387.4768
12.37,-44.99,6.29,-550.2363
49.32,28.52,-22.88,1383.7263999999998
-13.28,-20.16,12.52,280.2448
-42.33,-10.43,-49.45,392.0519
-25.2,16.5,-36.46,-452.26
14.78,10.58,26.32,182.6924
31.77,27.9,-16.42,869.963
24.8,-16.6,25.11,-386.57000000000005
12.03,-46.95,-49.37,-614.1785
-34.15,-22.68,-45.54,728.982
